landscape_id,landscape_name,pattern,level,layer,class,id,metric_name,metric,value,warnings
30,clustered_30_rot52,clustered,landscape,1,NA,NA,ai,ai,98.42237560977561,NA
31,random_31,random,landscape,1,NA,NA,ai,ai,79.93370989350522,NA
32,random_32,random,landscape,1,NA,NA,ai,ai,51.04199600752876,NA
33,labyrinth_33,labyrinth,landscape,1,NA,NA,ai,ai,92.71186800984086,NA
34,labyrinth_34,labyrinth,landscape,1,NA,NA,ai,ai,93.36479150134778,NA
35,clustered_35_rot173,clustered,landscape,1,NA,NA,ai,ai,96.04378768580294,NA
36,labyrinth_36,labyrinth,landscape,1,NA,NA,ai,ai,95.80540354760315,NA
37,labyrinth_37,labyrinth,landscape,1,NA,NA,ai,ai,93.33977651930424,NA
38,labyrinth_38,labyrinth,landscape,1,NA,NA,ai,ai,92.87372946730014,NA
39,labyrinth_39,labyrinth,landscape,1,NA,NA,ai,ai,93.02596303430835,NA
40,clustered_40_rot22,clustered,landscape,1,NA,NA,ai,ai,97.51944315240283,NA
41,random_41,random,landscape,1,NA,NA,ai,ai,65.48357109781998,NA
42,clustered_42_rot150,clustered,landscape,1,NA,NA,ai,ai,90.88659754021734,NA
43,labyrinth_43,labyrinth,landscape,1,NA,NA,ai,ai,93.99979157873582,NA
44,labyrinth_44,labyrinth,landscape,1,NA,NA,ai,ai,95.40471056741336,NA
45,clustered_45_rot177,clustered,landscape,1,NA,NA,ai,ai,97.47379077084798,NA
46,random_46,random,landscape,1,NA,NA,ai,ai,60.43978693707799,NA
47,random_47,random,landscape,1,NA,NA,ai,ai,63.57280924876557,NA
48,labyrinth_48,labyrinth,landscape,1,NA,NA,ai,ai,91.62594058089593,NA
49,labyrinth_49,labyrinth,landscape,1,NA,NA,ai,ai,90.36767232295881,NA
50,random_50,random,landscape,1,NA,NA,ai,ai,50.57783778963157,NA
51,random_51,random,landscape,1,NA,NA,ai,ai,79.08436215196068,NA
52,random_52,random,landscape,1,NA,NA,ai,ai,63.190265135535554,NA
53,labyrinth_53,labyrinth,landscape,1,NA,NA,ai,ai,92.75193107389153,NA
54,labyrinth_54,labyrinth,landscape,1,NA,NA,ai,ai,93.6338954737899,NA
55,random_55,random,landscape,1,NA,NA,ai,ai,57.47641774158494,NA
56,labyrinth_56,labyrinth,landscape,1,NA,NA,ai,ai,94.97356304916246,NA
57,random_57,random,landscape,1,NA,NA,ai,ai,52.565002694840366,NA
58,random_58,random,landscape,1,NA,NA,ai,ai,66.30871987174983,NA
59,labyrinth_59,labyrinth,landscape,1,NA,NA,ai,ai,95.0226684305045,NA
60,clustered_60_rot335,clustered,landscape,1,NA,NA,ai,ai,93.98325497212788,NA
61,clustered_61_rot151,clustered,landscape,1,NA,NA,ai,ai,93.25788604155247,NA
62,clustered_62_rot88,clustered,landscape,1,NA,NA,ai,ai,98.07764173581609,NA
63,random_63,random,landscape,1,NA,NA,ai,ai,63.56464784122392,NA
64,labyrinth_64,labyrinth,landscape,1,NA,NA,ai,ai,93.34384437589839,NA
65,random_65,random,landscape,1,NA,NA,ai,ai,68.50940842343398,NA
66,clustered_66_rot224,clustered,landscape,1,NA,NA,ai,ai,94.37478163604344,NA
67,labyrinth_67,labyrinth,landscape,1,NA,NA,ai,ai,96.03895780870907,NA
68,labyrinth_68,labyrinth,landscape,1,NA,NA,ai,ai,93.4768996494456,NA
69,clustered_69_rot78,clustered,landscape,1,NA,NA,ai,ai,97.85863690193585,NA
70,clustered_70_rot170,clustered,landscape,1,NA,NA,ai,ai,98.70142396126612,NA
71,labyrinth_71,labyrinth,landscape,1,NA,NA,ai,ai,96.39905760634863,NA
72,random_72,random,landscape,1,NA,NA,ai,ai,50.24373849632609,NA
73,clustered_73_rot156,clustered,landscape,1,NA,NA,ai,ai,93.86749065118143,NA
74,clustered_74_rot348,clustered,landscape,1,NA,NA,ai,ai,93.93664319011897,NA
75,random_75,random,landscape,1,NA,NA,ai,ai,68.6359138496421,NA
76,random_76,random,landscape,1,NA,NA,ai,ai,57.379814283986455,NA
77,labyrinth_77,labyrinth,landscape,1,NA,NA,ai,ai,90.18045768679319,NA
78,random_78,random,landscape,1,NA,NA,ai,ai,49.62465579496809,NA
79,clustered_79_rot79,clustered,landscape,1,NA,NA,ai,ai,97.04808079279564,NA
80,labyrinth_80,labyrinth,landscape,1,NA,NA,ai,ai,94.73134182321586,NA
81,random_81,random,landscape,1,NA,NA,ai,ai,51.10690745060521,NA
82,clustered_82_rot20,clustered,landscape,1,NA,NA,ai,ai,96.9395084016594,NA
83,random_83,random,landscape,1,NA,NA,ai,ai,50.16849923430448,NA
84,random_84,random,landscape,1,NA,NA,ai,ai,50.18766446126425,NA
85,labyrinth_85,labyrinth,landscape,1,NA,NA,ai,ai,90.12176705728137,NA
86,clustered_86_rot6,clustered,landscape,1,NA,NA,ai,ai,97.82917491568227,NA
87,labyrinth_87,labyrinth,landscape,1,NA,NA,ai,ai,92.24283456485942,NA
88,labyrinth_88,labyrinth,landscape,1,NA,NA,ai,ai,93.9383557824601,NA
89,labyrinth_89,labyrinth,landscape,1,NA,NA,ai,ai,94.67817055722111,NA
90,random_90,random,landscape,1,NA,NA,ai,ai,71.26495090500508,NA
91,clustered_91_rot72,clustered,landscape,1,NA,NA,ai,ai,97.18495318014098,NA
92,random_92,random,landscape,1,NA,NA,ai,ai,57.1174937343421,NA
93,clustered_93_rot150,clustered,landscape,1,NA,NA,ai,ai,89.39364374523838,NA
94,random_94,random,landscape,1,NA,NA,ai,ai,51.940525889820634,NA
95,labyrinth_95,labyrinth,landscape,1,NA,NA,ai,ai,90.26145645868309,NA
96,labyrinth_96,labyrinth,landscape,1,NA,NA,ai,ai,94.16593978948782,NA
97,clustered_97_rot105,clustered,landscape,1,NA,NA,ai,ai,97.675249359028,NA
98,labyrinth_98,labyrinth,landscape,1,NA,NA,ai,ai,94.8560661979192,NA
99,labyrinth_99,labyrinth,landscape,1,NA,NA,ai,ai,95.95391823663735,NA
100,clustered_100_rot83,clustered,landscape,1,NA,NA,ai,ai,97.93475806507098,NA
1,random_1,random,landscape,1,NA,NA,area_cv,area_cv,1989.2816722160028,NA
2,random_2,random,landscape,1,NA,NA,area_cv,area_cv,1984.0506250782273,NA
3,clustered_3_rot150,clustered,landscape,1,NA,NA,area_cv,area_cv,266.6269815803845,NA
4,random_4,random,landscape,1,NA,NA,area_cv,area_cv,631.2969461488527,NA
5,clustered_5_rot91,clustered,landscape,1,NA,NA,area_cv,area_cv,434.54641295071497,NA
6,labyrinth_6,labyrinth,landscape,1,NA,NA,area_cv,area_cv,432.463892324788,NA
7,clustered_7_rot125,clustered,landscape,1,NA,NA,area_cv,area_cv,297.76219405849076,NA
8,labyrinth_8,labyrinth,landscape,1,NA,NA,area_cv,area_cv,476.5827421811742,NA
9,clustered_9_rot272,clustered,landscape,1,NA,NA,area_cv,area_cv,513.1635499278427,NA
10,random_10,random,landscape,1,NA,NA,area_cv,area_cv,769.7735024795911,NA
11,labyrinth_11,labyrinth,landscape,1,NA,NA,area_cv,area_cv,428.7387367211148,NA
12,clustered_12_rot17,clustered,landscape,1,NA,NA,area_cv,area_cv,440.56662263452495,NA
13,clustered_13_rot286,clustered,landscape,1,NA,NA,area_cv,area_cv,295.9035547001937,NA
14,random_14,random,landscape,1,NA,NA,area_cv,area_cv,1117.6227840922345,NA
15,random_15,random,landscape,1,NA,NA,area_cv,area_cv,1175.1871493723884,NA
16,labyrinth_16,labyrinth,landscape,1,NA,NA,area_cv,area_cv,565.8083824536023,NA
17,random_17,random,landscape,1,NA,NA,area_cv,area_cv,1411.0003251179132,NA
18,labyrinth_18,labyrinth,landscape,1,NA,NA,area_cv,area_cv,505.1581023286432,NA
19,clustered_19_rot254,clustered,landscape,1,NA,NA,area_cv,area_cv,218.2556647603906,NA
20,random_20,random,landscape,1,NA,NA,area_cv,area_cv,2369.7388507451024,NA
21,clustered_21_rot190,clustered,landscape,1,NA,NA,area_cv,area_cv,347.42881468593544,NA
22,clustered_22_rot218,clustered,landscape,1,NA,NA,area_cv,area_cv,222.3787404856858,NA
23,clustered_23_rot3,clustered,landscape,1,NA,NA,area_cv,area_cv,792.792618561572,NA
24,clustered_24_rot31,clustered,landscape,1,NA,NA,area_cv,area_cv,245.3276367092247,NA
25,random_25,random,landscape,1,NA,NA,area_cv,area_cv,1814.29937851848,NA
26,random_26,random,landscape,1,NA,NA,area_cv,area_cv,1996.8374714542722,NA
27,labyrinth_27,labyrinth,landscape,1,NA,NA,area_cv,area_cv,536.3019156243813,NA
28,clustered_28_rot276,clustered,landscape,1,NA,NA,area_cv,area_cv,359.052609047755,NA
29,clustered_29_rot188,clustered,landscape,1,NA,NA,area_cv,area_cv,375.7246053294886,NA
30,clustered_30_rot52,clustered,landscape,1,NA,NA,area_cv,area_cv,198.10255525863366,NA
31,random_31,random,landscape,1,NA,NA,area_cv,area_cv,2346.267770715775,NA
32,random_32,random,landscape,1,NA,NA,area_cv,area_cv,754.2655070520296,NA
33,labyrinth_33,labyrinth,landscape,1,NA,NA,area_cv,area_cv,468.65011936363084,NA
34,labyrinth_34,labyrinth,landscape,1,NA,NA,area_cv,area_cv,452.56956435518856,NA
35,clustered_35_rot173,clustered,landscape,1,NA,NA,area_cv,area_cv,352.02394496478706,NA
36,labyrinth_36,labyrinth,landscape,1,NA,NA,area_cv,area_cv,455.34599338695017,NA
37,labyrinth_37,labyrinth,landscape,1,NA,NA,area_cv,area_cv,484.23035481239623,NA
38,labyrinth_38,labyrinth,landscape,1,NA,NA,area_cv,area_cv,546.6339785886156,NA
39,labyrinth_39,labyrinth,landscape,1,NA,NA,area_cv,area_cv,426.3100007141056,NA
40,clustered_40_rot22,clustered,landscape,1,NA,NA,area_cv,area_cv,303.7880355219998,NA
41,random_41,random,landscape,1,NA,NA,area_cv,area_cv,2064.4386413211632,NA
42,clustered_42_rot150,clustered,landscape,1,NA,NA,area_cv,area_cv,748.4483842876924,NA
43,labyrinth_43,labyrinth,landscape,1,NA,NA,area_cv,area_cv,446.49020474314875,NA
44,labyrinth_44,labyrinth,landscape,1,NA,NA,area_cv,area_cv,502.6980454791638,NA
45,clustered_45_rot177,clustered,landscape,1,NA,NA,area_cv,area_cv,264.3323709776513,NA
46,random_46,random,landscape,1,NA,NA,area_cv,area_cv,1771.3099238632044,NA
47,random_47,random,landscape,1,NA,NA,area_cv,area_cv,1963.2158755803073,NA
48,labyrinth_48,labyrinth,landscape,1,NA,NA,area_cv,area_cv,450.1458330526165,NA
49,labyrinth_49,labyrinth,landscape,1,NA,NA,area_cv,area_cv,729.5676825067083,NA
50,random_50,random,landscape,1,NA,NA,area_cv,area_cv,666.6410594771755,NA
51,random_51,random,landscape,1,NA,NA,area_cv,area_cv,2340.1132956802153,NA
52,random_52,random,landscape,1,NA,NA,area_cv,area_cv,1930.4614178355218,NA
53,labyrinth_53,labyrinth,landscape,1,NA,NA,area_cv,area_cv,564.4944266756906,NA
54,labyrinth_54,labyrinth,landscape,1,NA,NA,area_cv,area_cv,453.5521201290205,NA
55,random_55,random,landscape,1,NA,NA,area_cv,area_cv,1486.9599820492413,NA
56,labyrinth_56,labyrinth,landscape,1,NA,NA,area_cv,area_cv,483.507550642973,NA
57,random_57,random,landscape,1,NA,NA,area_cv,area_cv,947.1950929438824,NA
58,random_58,random,landscape,1,NA,NA,area_cv,area_cv,2116.7507524498415,NA
59,labyrinth_59,labyrinth,landscape,1,NA,NA,area_cv,area_cv,402.52141932403316,NA
60,clustered_60_rot335,clustered,landscape,1,NA,NA,area_cv,area_cv,487.71922896273014,NA
61,clustered_61_rot151,clustered,landscape,1,NA,NA,area_cv,area_cv,651.6978051043119,NA
62,clustered_62_rot88,clustered,landscape,1,NA,NA,area_cv,area_cv,267.798279506547,NA
63,random_63,random,landscape,1,NA,NA,area_cv,area_cv,1997.4622844126347,NA
64,labyrinth_64,labyrinth,landscape,1,NA,NA,area_cv,area_cv,546.7365307217372,NA
65,random_65,random,landscape,1,NA,NA,area_cv,area_cv,2173.9417001396946,NA
66,clustered_66_rot224,clustered,landscape,1,NA,NA,area_cv,area_cv,445.04367548518394,NA
67,labyrinth_67,labyrinth,landscape,1,NA,NA,area_cv,area_cv,470.47858952679775,NA
68,labyrinth_68,labyrinth,landscape,1,NA,NA,area_cv,area_cv,526.8605809018504,NA
69,clustered_69_rot78,clustered,landscape,1,NA,NA,area_cv,area_cv,253.74073563989862,NA
70,clustered_70_rot170,clustered,landscape,1,NA,NA,area_cv,area_cv,209.46996072096934,NA
71,labyrinth_71,labyrinth,landscape,1,NA,NA,area_cv,area_cv,380.26866556160013,NA
72,random_72,random,landscape,1,NA,NA,area_cv,area_cv,717.9585096995509,NA
73,clustered_73_rot156,clustered,landscape,1,NA,NA,area_cv,area_cv,610.7549970587701,NA
74,clustered_74_rot348,clustered,landscape,1,NA,NA,area_cv,area_cv,629.3901201013963,NA
75,random_75,random,landscape,1,NA,NA,area_cv,area_cv,2195.0934804379585,NA
76,random_76,random,landscape,1,NA,NA,area_cv,area_cv,1494.0341792070872,NA
77,labyrinth_77,labyrinth,landscape,1,NA,NA,area_cv,area_cv,496.1293509753012,NA
78,random_78,random,landscape,1,NA,NA,area_cv,area_cv,618.5344559401562,NA
79,clustered_79_rot79,clustered,landscape,1,NA,NA,area_cv,area_cv,291.97929991516077,NA
80,labyrinth_80,labyrinth,landscape,1,NA,NA,area_cv,area_cv,595.4111217607696,NA
81,random_81,random,landscape,1,NA,NA,area_cv,area_cv,798.2099077480877,NA
82,clustered_82_rot20,clustered,landscape,1,NA,NA,area_cv,area_cv,318.1425745008045,NA
83,random_83,random,landscape,1,NA,NA,area_cv,area_cv,720.8172121701273,NA
84,random_84,random,landscape,1,NA,NA,area_cv,area_cv,663.7043945120628,NA
85,labyrinth_85,labyrinth,landscape,1,NA,NA,area_cv,area_cv,666.0224311446866,NA
86,clustered_86_rot6,clustered,landscape,1,NA,NA,area_cv,area_cv,304.7371903788574,NA
87,labyrinth_87,labyrinth,landscape,1,NA,NA,area_cv,area_cv,589.1218705421348,NA
88,labyrinth_88,labyrinth,landscape,1,NA,NA,area_cv,area_cv,524.3186676207365,NA
89,labyrinth_89,labyrinth,landscape,1,NA,NA,area_cv,area_cv,468.5150324087611,NA
90,random_90,random,landscape,1,NA,NA,area_cv,area_cv,2268.4933310789934,NA
91,clustered_91_rot72,clustered,landscape,1,NA,NA,area_cv,area_cv,279.70522256370504,NA
92,random_92,random,landscape,1,NA,NA,area_cv,area_cv,1407.5548690288279,NA
93,clustered_93_rot150,clustered,landscape,1,NA,NA,area_cv,area_cv,781.9861624700104,NA
94,random_94,random,landscape,1,NA,NA,area_cv,area_cv,806.5198291390736,NA
95,labyrinth_95,labyrinth,landscape,1,NA,NA,area_cv,area_cv,645.749271364583,NA
96,labyrinth_96,labyrinth,landscape,1,NA,NA,area_cv,area_cv,540.7560765965736,NA
97,clustered_97_rot105,clustered,landscape,1,NA,NA,area_cv,area_cv,312.4040366340729,NA
98,labyrinth_98,labyrinth,landscape,1,NA,NA,area_cv,area_cv,470.37365581243273,NA
99,labyrinth_99,labyrinth,landscape,1,NA,NA,area_cv,area_cv,563.1423509263858,NA
100,clustered_100_rot83,clustered,landscape,1,NA,NA,area_cv,area_cv,275.31043365626374,NA
1,random_1,random,landscape,1,NA,NA,area_mn,area_mn,0.0014771048744460858,NA
2,random_2,random,landscape,1,NA,NA,area_mn,area_mn,0.0014409221902017292,NA
3,clustered_3_rot150,clustered,landscape,1,NA,NA,area_mn,area_mn,0.0625,NA
4,random_4,random,landscape,1,NA,NA,area_mn,area_mn,0.011904761904761906,NA
5,clustered_5_rot91,clustered,landscape,1,NA,NA,area_mn,area_mn,0.020408163265306124,NA
6,labyrinth_6,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.019230769230769232,NA
7,clustered_7_rot125,clustered,landscape,1,NA,NA,area_mn,area_mn,0.05,NA
8,labyrinth_8,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014285714285714287,NA
9,clustered_9_rot272,clustered,landscape,1,NA,NA,area_mn,area_mn,0.017857142857142856,NA
10,random_10,random,landscape,1,NA,NA,area_mn,area_mn,0.0075187969924812035,NA
11,labyrinth_11,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.021276595744680854,NA
12,clustered_12_rot17,clustered,landscape,1,NA,NA,area_mn,area_mn,0.02,NA
13,clustered_13_rot286,clustered,landscape,1,NA,NA,area_mn,area_mn,0.049999999999999996,NA
14,random_14,random,landscape,1,NA,NA,area_mn,area_mn,0.003236245954692557,NA
15,random_15,random,landscape,1,NA,NA,area_mn,area_mn,0.003003003003003003,NA
16,labyrinth_16,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.011764705882352941,NA
17,random_17,random,landscape,1,NA,NA,area_mn,area_mn,0.0023752969121140144,NA
18,labyrinth_18,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.01694915254237288,NA
19,clustered_19_rot254,clustered,landscape,1,NA,NA,area_mn,area_mn,0.09090909090909091,NA
20,random_20,random,landscape,1,NA,NA,area_mn,area_mn,0.0013513513513513514,NA
21,clustered_21_rot190,clustered,landscape,1,NA,NA,area_mn,area_mn,0.03571428571428572,NA
22,clustered_22_rot218,clustered,landscape,1,NA,NA,area_mn,area_mn,0.09090909090909091,NA
23,clustered_23_rot3,clustered,landscape,1,NA,NA,area_mn,area_mn,0.009433962264150945,NA
24,clustered_24_rot31,clustered,landscape,1,NA,NA,area_mn,area_mn,0.07692307692307693,NA
25,random_25,random,landscape,1,NA,NA,area_mn,area_mn,0.0016920473773265653,NA
26,random_26,random,landscape,1,NA,NA,area_mn,area_mn,0.0014947683109118087,NA
27,labyrinth_27,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.011764705882352941,NA
28,clustered_28_rot276,clustered,landscape,1,NA,NA,area_mn,area_mn,0.038461538461538464,NA
29,clustered_29_rot188,clustered,landscape,1,NA,NA,area_mn,area_mn,0.030303030303030304,NA
30,clustered_30_rot52,clustered,landscape,1,NA,NA,area_mn,area_mn,0.11111111111111112,NA
31,random_31,random,landscape,1,NA,NA,area_mn,area_mn,0.0014245014245014246,NA
32,random_32,random,landscape,1,NA,NA,area_mn,area_mn,0.008064516129032258,NA
33,labyrinth_33,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.011235955056179777,NA
34,labyrinth_34,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.015873015873015876,NA
35,clustered_35_rot173,clustered,landscape,1,NA,NA,area_mn,area_mn,0.034482758620689655,NA
36,labyrinth_36,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.015873015873015872,NA
37,labyrinth_37,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014285714285714287,NA
38,labyrinth_38,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.011764705882352943,NA
39,labyrinth_39,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.0125,NA
40,clustered_40_rot22,clustered,landscape,1,NA,NA,area_mn,area_mn,0.05,NA
41,random_41,random,landscape,1,NA,NA,area_mn,area_mn,0.0014084507042253522,NA
42,clustered_42_rot150,clustered,landscape,1,NA,NA,area_mn,area_mn,0.008849557522123894,NA
43,labyrinth_43,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.012987012987012988,NA
44,labyrinth_44,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014084507042253521,NA
45,clustered_45_rot177,clustered,landscape,1,NA,NA,area_mn,area_mn,0.0625,NA
46,random_46,random,landscape,1,NA,NA,area_mn,area_mn,0.001692047377326565,NA
47,random_47,random,landscape,1,NA,NA,area_mn,area_mn,0.0014880952380952382,NA
48,labyrinth_48,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.012048192771084338,NA
49,labyrinth_49,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.007407407407407408,NA
50,random_50,random,landscape,1,NA,NA,area_mn,area_mn,0.010526315789473686,NA
51,random_51,random,landscape,1,NA,NA,area_mn,area_mn,0.0014184397163120568,NA
52,random_52,random,landscape,1,NA,NA,area_mn,area_mn,0.0015313935681470138,NA
53,labyrinth_53,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.010309278350515465,NA
54,labyrinth_54,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014492753623188406,NA
55,random_55,random,landscape,1,NA,NA,area_mn,area_mn,0.0021413276231263384,NA
56,labyrinth_56,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.013513513513513514,NA
57,random_57,random,landscape,1,NA,NA,area_mn,area_mn,0.004310344827586207,NA
58,random_58,random,landscape,1,NA,NA,area_mn,area_mn,0.001375515818431912,NA
59,labyrinth_59,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.02380952380952381,NA
60,clustered_60_rot335,clustered,landscape,1,NA,NA,area_mn,area_mn,0.016949152542372885,NA
61,clustered_61_rot151,clustered,landscape,1,NA,NA,area_mn,area_mn,0.01098901098901099,NA
62,clustered_62_rot88,clustered,landscape,1,NA,NA,area_mn,area_mn,0.0625,NA
63,random_63,random,landscape,1,NA,NA,area_mn,area_mn,0.0014450867052023123,NA
64,labyrinth_64,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.012658227848101266,NA
65,random_65,random,landscape,1,NA,NA,area_mn,area_mn,0.001360544217687075,NA
66,clustered_66_rot224,clustered,landscape,1,NA,NA,area_mn,area_mn,0.020833333333333336,NA
67,labyrinth_67,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.015384615384615385,NA
68,labyrinth_68,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.011627906976744186,NA
69,clustered_69_rot78,clustered,landscape,1,NA,NA,area_mn,area_mn,0.07142857142857144,NA
70,clustered_70_rot170,clustered,landscape,1,NA,NA,area_mn,area_mn,0.1,NA
71,labyrinth_71,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.0196078431372549,NA
72,random_72,random,landscape,1,NA,NA,area_mn,area_mn,0.008849557522123894,NA
73,clustered_73_rot156,clustered,landscape,1,NA,NA,area_mn,area_mn,0.015873015873015872,NA
74,clustered_74_rot348,clustered,landscape,1,NA,NA,area_mn,area_mn,0.015384615384615385,NA
75,random_75,random,landscape,1,NA,NA,area_mn,area_mn,0.0013351134846461949,NA
76,random_76,random,landscape,1,NA,NA,area_mn,area_mn,0.0020920502092050207,NA
77,labyrinth_77,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.00819672131147541,NA
78,random_78,random,landscape,1,NA,NA,area_mn,area_mn,0.012195121951219513,NA
79,clustered_79_rot79,clustered,landscape,1,NA,NA,area_mn,area_mn,0.05,NA
80,labyrinth_80,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014705882352941176,NA
81,random_81,random,landscape,1,NA,NA,area_mn,area_mn,0.006756756756756757,NA
82,clustered_82_rot20,clustered,landscape,1,NA,NA,area_mn,area_mn,0.04761904761904762,NA
83,random_83,random,landscape,1,NA,NA,area_mn,area_mn,0.008849557522123895,NA
84,random_84,random,landscape,1,NA,NA,area_mn,area_mn,0.010638297872340425,NA
85,labyrinth_85,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.01,NA
86,clustered_86_rot6,clustered,landscape,1,NA,NA,area_mn,area_mn,0.04761904761904762,NA
87,labyrinth_87,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.010526315789473684,NA
88,labyrinth_88,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.012820512820512822,NA
89,labyrinth_89,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.017241379310344827,NA
90,random_90,random,landscape,1,NA,NA,area_mn,area_mn,0.0013245033112582784,NA
91,clustered_91_rot72,clustered,landscape,1,NA,NA,area_mn,area_mn,0.05555555555555556,NA
92,random_92,random,landscape,1,NA,NA,area_mn,area_mn,0.00234192037470726,NA
93,clustered_93_rot150,clustered,landscape,1,NA,NA,area_mn,area_mn,0.007692307692307693,NA
94,random_94,random,landscape,1,NA,NA,area_mn,area_mn,0.006802721088435375,NA
95,labyrinth_95,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.009090909090909092,NA
96,labyrinth_96,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014705882352941178,NA
97,clustered_97_rot105,clustered,landscape,1,NA,NA,area_mn,area_mn,0.05,NA
98,labyrinth_98,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.014492753623188406,NA
99,labyrinth_99,labyrinth,landscape,1,NA,NA,area_mn,area_mn,0.01694915254237288,NA
100,clustered_100_rot83,clustered,landscape,1,NA,NA,area_mn,area_mn,0.0625,NA
1,random_1,random,landscape,1,NA,NA,area_sd,area_sd,0.029383776546765186,NA
2,random_2,random,landscape,1,NA,NA,area_sd,area_sd,0.028588625721588292,NA
3,clustered_3_rot150,clustered,landscape,1,NA,NA,area_sd,area_sd,0.1666418634877403,NA
4,random_4,random,landscape,1,NA,NA,area_sd,area_sd,0.0751543983510539,NA
5,clustered_5_rot91,clustered,landscape,1,NA,NA,area_sd,area_sd,0.08868294141851327,NA
6,labyrinth_6,labyrinth,landscape,1,NA,NA,area_sd,area_sd,0.08316613313938231,NA
7,clustered_7_rot125,clustered,landscape,1,NA,NA,area_sd,area_sd,0.1488810970292454,NA
